لإسم,مجال النشاط,الولاية,الهاتف,الفاكس
الجمعية التونسية لطب الفم و الأسنان,علمية,تونس,71583900,71583900
الجمعية التونسية لطب الفم والأسنان,علمية,تونس,,
الجمعية التونسية لطب الفم والأسنان الرياضي,علمية,تونس,,
الجمعية التونسية لطب الفم والأسنان العصري,علمية,تونس,,
الجمعية التونسية لطب الفم والاسنان التابع للرياضيين,علمية,تونس,71727777,71727777
الجمعية التونسية لطب الفضاء والطيران,علمية,تونس,0,0
الجمعية التونسية لطب الإدماج,علمية,تونس,,
الجمعية التونسية لطب الإنعاش تونس,علمية,تونس,71341180,71341180
الجمعية التونسية لطب الكلي,علمية,تونس,,
الجمعية التونسية لطب الكوارث,علمية,تونس,73461144,73460678
الجمعية التونسية لقانون الأعمال تونس,علمية,تونس,,
الجمعية التونسية لقانون المؤسسات,علمية,تونس,0,0
الجمعية التونسية لقانون التأمين,علمية,تونس,,
الجمعية التونسية لقانون البحار,علمية,تونس,,
الجمعية التونسية لقانون التنمية,علمية,تونس,71288009,71288009
الجمعية التونسية لقانون السياحة,علمية,تونس,71347667,71347667
الجمعية التونسية لقانون الإعلامية والأنترنت,علمية,تونس,98344948,
الجمعية التونسية لقيس نسب المشاهدة,علمية,تونس,,
الجمعية التونسية لقويم الفك والأسنان,علمية,تونس,,
الجمعية التونسية الأورو - متوسطية لتطوير الرياضيات وتطبيقاتها,علمية,تونس,,
الجمعية التونسية البيطرية للحيوانات الأليفة,علمية,تونس,71237400,70866646
الجمعية التونسية الدولية للتوفيق,علمية,تونس,,
الجمعية التونسية الشبان والعلم,علمية,تونس,71772580,71808863
الجمعية التونسية رياضة وقانون,علمية,تونس,0,0
الجمعية التونسيين للمراقبين العموميين,علمية,تونس,,
الجمعية التونسيين للفنيين في البيولوجيا تونس,علمية,تونس,0,0
الجمعية الدولية للدراسات الإستراتيجية الأمنية والعسكرية,علمية,تونس,,
الجمعية الرياضيات بتونس,علمية,تونس,71862600,71885350
الجمعية الرياضيات والهندسة والتطبيقات للمعهد التحضيري للدراسات الهندسية بالمنار,علمية,تونس,0,0
الجمعية العلمية للمركز الوطني للطب وعلوم الرياضة,علمية,تونس,,
الجمعية العلمية للمدرسة التونسية للتقنيات,علمية,تونس,,
الجمعية العلمية للمدرسة الوطنية للمهندسين بتونس,علمية,تونس,0,0
الجمعية العلمية لمركز الإصابات والحروق البليغة,علمية,تونس,0,0
الجمعية العلمية لمستشفى الحبيب ثامر,علمية,تونس,,
الجمعية العلمية لنظار الصحة العمومية,علمية,تونس,0,0
الجمعية العلمية التونسية للإتصالات,علمية,تونس,0,0
الجمعية العلمية التونسية للطب العائلي,علمية,تونس,0,0
الجمعية العالمية للطب البيطري,علمية,تونس,0,0
الجمعية العربية لعلوم الإجتماع,علمية,تونس,,
الجمعية الفرنكوفونية العالمية لمديري المؤسسات التربوية,علمية,تونس,71892940,71892940
الجمعية الإفريقية لتنمية الجغرفة الرقمية,علمية,تونس,0,0
الجمعية الإفريقية لجراحة اخطاء البصر,علمية,تونس,,
الجمعية الإفريقية لجراحة تصليح و تجميل العين,علمية,تونس,0,0
الجمعية الوطنية للباحثين الشبان في التاريخ,علمية,تونس,52543617,
الجمعية الوطنية لمختصين في تقويم العيون والبصر,علمية,تونس,0,0
الجمعية الوطنية لمكاتب الدراسات والمهندسين الاستشاريين التونسيين,علمية,تونس,71781948,71799968
الجمعية الطبية تونس فلسطين,علمية,تونس,,
الجمعية الكيمائية بتونس,علمية,تونس,71885008,71885008
الجمعيــة التونسيــة للطــب النفســي الجامعــي,علمية,تونس,,
الجمعيــة التونسيــة للأطبــاء النفسانيــين بالممارســة الخاصــة,علمية,تونس,,
الجمعيّة التونسيّة للكيمياء النظريّة,علمية,تونس,71874688,
الجمعيّة التّونسيّة للبحث في الموسيقى والعلوم الموسيقيّة,علمية,تونس,98442734,
الرابطة التونسية لمقاومة مرض السكر,علمية,تونس,,
الرابطة التونسية ضد الروماتيزم,علمية,تونس,73461141,0
الرابطة العلمية التونسية,علمية,تونس,,
الرابطة الوطنية للقرآن الكريم,علمية,تونس,71574540,70014198
الإتحاد العام للأطباء البيطريين تونسيين,علمية,تونس,71566881,0
الكنفدرالية المغاربية لمقاومة السيدا والأمراض التناسلية,علمية,تونس,71578833,71578822
جمعبة منتدى الخبرات الجمعياتية,علمية,تونس,,
